MANDT,CARRID,CONNID,FLDATE,BOOKID,CUSTOMID,TICKET,PLACE,ARCHIVE_
300,QF,6,2028-04-15,40956,923,O,AIRPORT,
300,LH,401,2028-03-29,40186,923,O,AIRPORT,
300,AZ,555,2028-03-28,600,923,O,AIRPORT,
300,LH,401,2028-07-10,60245,923,O,AIRPORT,
300,AA,26,2028-08-05,57129,923,O,AIRPORT,
300,AA,26,2028-08-07,57467,923,O,AIRPORT,
300,AZ,788,2028-07-11,58731,923,O,AIRPORT,
300,AA,26,2028-08-20,59087,923,O,AIRPORT,
300,DL,1699,2028-07-13,58508,923,O,AIRPORT,
300,DL,1699,2028-08-11,64036,923,O,AIRPORT,
300,AZ,788,2028-08-07,64333,923,O,AIRPORT,
300,AA,26,2028-09-25,64150,923,O,AIRPORT,
300,LH,401,2028-07-28,63539,923,O,AIRPORT,
300,AA,26,2028-10-02,64712,923,O,AIRPORT,
300,AA,26,2028-09-10,61993,923,O,AIRPORT,
300,QF,6,2028-09-18,62326,923,O,AIRPORT,
300,LH,401,2028-05-24,50992,923,O,AIRPORT,
300,QF,6,2028-07-09,52645,923,O,AIRPORT,
300,QF,6,2028-07-27,55006,923,O,AIRPORT,
300,QF,6,2028-08-05,56187,923,O,AIRPORT,
300,AZ,788,2028-06-30,56537,923,O,AIRPORT,
300,AZ,788,2028-06-14,53604,923,O,AIRPORT,
300,QF,6,2028-07-20,54113,923,O,AIRPORT,
300,AZ,788,2028-09-03,69480,923,O,AIRPORT,
300,AZ,788,2028-09-03,69479,923,O,AIRPORT,
300,LH,401,2028-08-26,69392,923,O,AIRPORT,
300,AZ,788,2028-09-03,69217,923,O,AIRPORT,
300,AZ,788,2028-09-03,69234,923,O,AIRPORT,
300,LH,401,2028-08-08,66007,923,O,AIRPORT,
300,AZ,788,2028-08-18,66426,923,O,AIRPORT,
300,UA,3504,2028-06-11,65328,923,O,AIRPORT,
300,LH,401,2028-08-05,65656,923,O,AIRPORT,
300,DL,1699,2028-08-31,67958,923,O,AIRPORT,
300,UA,3504,2028-09-21,86271,923,O,AIRPORT,
300,AZ,789,2028-05-10,84957,923,O,AIRPORT,
300,DL,1984,2028-05-16,85495,923,O,AIRPORT,
300,DL,1984,2028-05-16,85484,923,O,AIRPORT,
300,UA,3504,2028-09-26,86867,923,O,AIRPORT,
300,AZ,788,2028-10-24,75366,923,O,AIRPORT,
300,DL,1699,2028-10-24,74836,923,O,AIRPORT,
300,LH,401,2028-10-09,77446,923,O,AIRPORT,
300,DL,1699,2028-09-20,71953,923,O,AIRPORT,
300,AA,64,2028-05-04,70361,923,O,AIRPORT,
300,AZ,788,2028-09-23,73278,923,O,AIRPORT,
300,DL,1699,2028-10-01,73739,923,O,AIRPORT,
300,LH,402,2028-04-12,82626,923,O,AIRPORT,
300,LH,402,2028-04-15,82753,923,O,AIRPORT,
300,AZ,789,2028-05-05,84234,923,O,AIRPORT,
300,LH,402,2028-04-23,84587,923,O,AIRPORT,
300,LH,401,2028-10-11,77752,923,O,AIRPORT,
300,DL,1984,2028-04-21,80401,923,O,AIRPORT,
300,UA,3504,2028-08-30,81121,923,O,AIRPORT,
300,UA,3516,2028-07-22,112268,923,O,AIRPORT,
300,UA,3516,2028-07-22,112132,923,O,AIRPORT,
300,DL,1984,2028-08-24,104718,923,O,AIRPORT,
300,UA,3516,2028-06-21,106094,923,O,AIRPORT,
300,LH,402,2028-08-31,109708,923,O,AIRPORT,
300,AZ,789,2028-09-23,111630,923,O,AIRPORT,
300,LH,402,2028-08-20,107918,923,O,AIRPORT,
300,DL,1984,2028-09-11,108337,923,O,AIRPORT,
300,LH,402,2028-05-22,90195,923,O,AIRPORT,
300,DL,1984,2028-06-16,91507,923,O,AIRPORT,
300,UA,3516,2028-04-06,91412,923,O,AIRPORT,
300,DL,1984,2028-06-21,92218,923,O,AIRPORT,
300,DL,1984,2028-07-04,94684,923,O,AIRPORT,
300,UA,3516,2028-04-22,94342,923,O,AIRPORT,
300,DL,1984,2028-07-20,97896,923,O,AIRPORT,
300,UA,3516,2028-09-20,124896,923,O,AIRPORT,
300,UA,3516,2028-09-16,124111,923,O,AIRPORT,
300,UA,3516,2028-09-18,124323,923,O,AIRPORT,
300,AZ,790,2028-07-13,129403,923,O,AIRPORT,
300,UA,3516,2028-09-25,125872,923,O,AIRPORT,
300,LH,454,2028-05-31,127037,923,O,AIRPORT,
300,LH,402,2028-10-17,117140,923,O,AIRPORT,
300,AZ,790,2028-03-28,114589,923,O,AIRPORT,
300,AZ,789,2028-11-09,114073,923,O,AIRPORT,
300,LH,454,2028-03-29,118093,923,O,AIRPORT,
300,UA,3516,2028-08-29,119759,923,O,AIRPORT,
300,AZ,790,2028-05-03,119561,923,O,AIRPORT,
300,LH,455,2028-05-14,151135,923,O,AIRPORT,
300,LH,455,2028-05-18,151572,923,O,AIRPORT,
300,LH,455,2028-06-14,154707,923,O,AIRPORT,
300,LH,455,2028-06-07,153807,923,O,AIRPORT,
300,AZ,791,2028-06-13,150107,923,O,AIRPORT,
300,UA,3517,2028-07-17,150368,923,O,AIRPORT,
300,LH,455,2028-04-21,148728,923,O,AIRPORT,
300,UA,3517,2028-07-13,149476,923,O,AIRPORT,
300,UA,3517,2028-09-16,162655,923,O,AIRPORT,
300,UA,3517,2028-09-10,161432,923,O,AIRPORT,
300,AZ,791,2028-09-23,161661,923,O,AIRPORT,
300,AZ,791,2028-08-12,156878,923,O,AIRPORT,
300,UA,3517,2028-08-11,154923,923,O,AIRPORT,
300,LH,455,2028-06-23,155518,923,O,AIRPORT,
300,AZ,791,2028-08-23,158026,923,O,AIRPORT,
300,AZ,791,2028-08-14,157040,923,O,AIRPORT,
300,LH,455,2028-07-06,157013,923,O,AIRPORT,
300,AZ,790,2028-08-27,135626,923,O,AIRPORT,
300,UA,3517,2028-05-05,135880,923,O,AIRPORT,
300,UA,3517,2028-05-05,135783,923,O,AIRPORT,
300,LH,454,2028-07-23,134279,923,O,AIRPORT,
300,AZ,790,2028-09-10,137652,923,O,AIRPORT,
300,UA,3517,2028-05-09,136733,923,O,AIRPORT,
300,UA,3517,2028-04-12,131576,923,O,AIRPORT,
300,AZ,790,2028-07-27,131502,923,O,AIRPORT,
300,UA,3517,2028-04-06,130370,923,O,AIRPORT,
300,UA,3517,2028-04-08,130609,923,O,AIRPORT,
300,AZ,790,2028-08-07,133043,923,O,AIRPORT,
300,UA,3517,2028-05-22,139522,923,O,AIRPORT,
300,LH,454,2028-09-02,140198,923,O,AIRPORT,
300,UA,3517,2028-05-31,141336,923,O,AIRPORT,
300,LH,455,2028-09-13,165222,923,O,AIRPORT,
300,LH,455,2028-09-02,163798,923,O,AIRPORT,
300,LH,2462,2028-09-28,266780,923,O,AIRPORT,
300,LH,2462,2028-07-14,257979,923,O,AIRPORT,
300,LH,2462,2028-07-21,258706,923,O,AIRPORT,
300,LH,2463,2028-06-18,277214,923,O,AIRPORT,
300,LH,2463,2028-05-26,274710,923,O,AIRPORT,
300,LH,2463,2028-05-26,274752,923,O,AIRPORT,
300,LH,2463,2028-05-24,274443,923,O,AIRPORT,
300,LH,2463,2028-04-16,270238,923,O,AIRPORT,
300,LH,2463,2028-04-07,269234,923,O,AIRPORT,
300,LH,2463,2028-05-13,273398,923,O,AIRPORT,
300,LH,2436,2028-04-18,233946,923,O,AIRPORT,
300,LH,2436,2028-04-23,234277,923,O,AIRPORT,
300,LH,2436,2028-07-28,240506,923,O,AIRPORT,
300,LH,2436,2028-08-12,241591,923,O,AIRPORT,
300,LH,2463,2028-09-19,288427,923,O,AIRPORT,
300,LH,2463,2028-07-28,281741,923,O,AIRPORT,
300,LH,3577,2028-07-08,302379,923,O,AIRPORT,
300,LH,3577,2028-08-04,305301,923,O,AIRPORT,
300,LH,3577,2028-05-22,297128,923,O,AIRPORT,
300,LH,3577,2028-04-30,294531,923,O,AIRPORT,
300,LH,3577,2028-06-22,300751,923,O,AIRPORT,
300,LH,3577,2028-06-15,300006,923,O,AIRPORT,
300,LH,2407,2028-05-20,196851,923,O,AIRPORT,
300,LH,2407,2028-04-16,193155,923,O,AIRPORT,
300,LH,2415,2028-06-06,220122,923,O,AIRPORT,
300,LH,2407,2028-09-22,211407,923,O,AIRPORT,
300,LH,2407,2028-09-24,211677,923,O,AIRPORT,
300,LH,2407,2028-09-17,210734,923,O,AIRPORT,
300,LH,2407,2028-09-19,211068,923,O,AIRPORT,
300,LH,2407,2028-08-26,207708,923,O,AIRPORT,
300,LH,2407,2028-09-26,211804,923,O,AIRPORT,
300,LH,2407,2028-10-12,212332,923,O,AIRPORT,
300,LH,2407,2028-09-28,212042,923,O,AIRPORT,
300,LH,2402,2028-08-31,186068,923,O,AIRPORT,
300,LH,2402,2028-04-03,168932,923,O,AIRPORT,
300,LH,2402,2028-03-27,168371,923,O,AIRPORT,
300,QF,0005,2028-06-17,00016271,00001721,O,AIRPORT,0000
300,QF,0005,2028-06-15,00015998,00001721,O,AIRPORT,0000
300,QF,0005,2028-06-26,00018226,00001721,O,AIRPORT,0000
300,JL,0407,2028-08-03,00017916,00001721,O,AIRPORT,0000
300,JL,0407,2028-08-03,00018037,00001721,O,AIRPORT,0000
300,AA,0017,2028-06-19,00016779,00001721,O,AIRPORT,0000
300,AA,0017,2028-06-19,00016777,00001721,O,AIRPORT,0000
300,QF,0005,2028-06-04,00013521,00001721,O,AIRPORT,0000
300,JL,0407,2028-06-24,00012379,00001721,O,AIRPORT,0000
300,QF,0005,2028-05-28,00012407,00001721,O,AIRPORT,0000
300,AA,0017,2028-06-10,00015113,00001721,O,AIRPORT,0000
300,LH,0400,2028-06-11,00015009,00001721,O,AIRPORT,0000
300,AZ,0555,2028-06-06,00014195,00001721,O,AIRPORT,0000
300,QF,0005,2028-06-06,00014211,00001721,O,AIRPORT,0000
300,QF,0005,2028-07-28,00023973,00001721,O,AIRPORT,0000
300,JL,0407,2028-09-17,00024155,00001721,O,AIRPORT,0000
300,JL,0407,2028-08-05,00018398,00001721,O,AIRPORT,0000
300,UA,0007,2028-08-10,00018997,00001721,O,AIRPORT,0000
300,LH,0400,2028-07-10,00020799,00001721,O,AIRPORT,0000
300,AA,0017,2028-07-11,00021194,00001721,O,AIRPORT,0000
300,AZ,0555,2028-04-15,00004047,00001721,O,AIRPORT,0000
300,LH,0400,2028-04-16,00004141,00001721,O,AIRPORT,0000
300,UA,0007,2028-05-06,00005695,00001721,O,AIRPORT,0000
300,UA,0007,2028-05-04,00005340,00001721,O,AIRPORT,0000
300,UA,0007,2028-03-29,00000326,00001721,O,AIRPORT,0000
300,DL,0106,2028-04-06,00001857,00001721,O,AIRPORT,0000
300,AA,0017,2028-04-04,00002002,00001721,O,AIRPORT,0000
300,UA,0007,2028-06-11,00010602,00001721,O,AIRPORT,0000
300,UA,0007,2028-05-31,00009257,00001721,O,AIRPORT,0000
300,DL,0106,2028-05-16,00009686,00001721,O,AIRPORT,0000
300,AZ,0555,2028-05-25,00012040,00001721,O,AIRPORT,0000
300,DL,0106,2028-05-22,00011176,00001721,O,AIRPORT,0000
300,JL,0407,2028-05-13,00006713,00001721,O,AIRPORT,0000
300,AZ,0555,2028-05-05,00008067,00001721,O,AIRPORT,0000
300,QF,0006,2028-04-13,00040389,00001721,O,AIRPORT,0000
300,DL,1699,2028-04-10,00040309,00001721,O,AIRPORT,0000
300,UA,0941,2028-07-14,00040019,00001721,O,AIRPORT,0000
300,AZ,0788,2028-04-06,00040146,00001721,O,AIRPORT,0000
300,JL,0408,2028-07-30,00041220,00001721,O,AIRPORT,0000
300,UA,0941,2028-07-23,00041065,00001721,O,AIRPORT,0000
300,LH,0401,2028-04-05,00041460,00001721,O,AIRPORT,0000
300,QF,0005,2028-11-14,00037848,00001721,O,AIRPORT,0000
300,JL,0408,2028-06-27,00037628,00001721,O,AIRPORT,0000
300,LH,0400,2028-09-24,00036630,00001721,O,AIRPORT,0000
300,DL,0106,2028-10-08,00036423,00001721,O,AIRPORT,0000
300,JL,0408,2028-06-22,00037081,00001721,O,AIRPORT,0000
300,DL,1699,2028-03-30,00038181,00001721,O,AIRPORT,0000
300,JL,0408,2028-07-03,00038135,00001721,O,AIRPORT,0000
300,DL,1699,2028-05-14,00046539,00001721,O,AIRPORT,0000
300,LH,0401,2028-04-29,00046335,00001721,O,AIRPORT,0000
300,AA,0026,2028-05-14,00045564,00001721,O,AIRPORT,0000
300,DL,1699,2028-05-09,00046015,00001721,O,AIRPORT,0000
300,DL,1699,2028-05-18,00047780,00001721,O,AIRPORT,0000
300,DL,1699,2028-05-18,00047612,00001721,O,AIRPORT,0000
300,DL,1699,2028-05-18,00047719,00001721,O,AIRPORT,0000
300,JL,0408,2028-09-24,00047412,00001721,O,AIRPORT,0000
300,AZ,0788,2028-04-19,00042613,00001721,O,AIRPORT,0000
300,JL,0408,2028-08-30,00044769,00001721,O,AIRPORT,0000
300,QF,0006,2028-05-12,00044517,00001721,O,AIRPORT,0000
300,LH,0400,2028-08-15,00027522,00001721,O,AIRPORT,0000
300,AA,0017,2028-08-16,00027928,00001721,O,AIRPORT,0000
300,UA,0007,2028-09-28,00026258,00001721,O,AIRPORT,0000
300,JL,0408,2028-05-20,00033363,00001721,O,AIRPORT,0000
300,UA,0941,2028-06-08,00036051,00001721,O,AIRPORT,0000
300,AA,0017,2028-09-23,00035421,00001721,O,AIRPORT,0000
300,UA,0941,2028-06-01,00035401,00001721,O,AIRPORT,0000
300,JL,0408,2028-04-30,00031024,00001721,O,AIRPORT,0000
300,DL,0106,2028-08-31,00030901,00001721,O,AIRPORT,0000
300,DL,0106,2028-09-11,00032915,00001721,O,AIRPORT,0000
300,JL,0408,2028-05-13,00032522,00001721,O,AIRPORT,0000
300,UA,3504,2028-06-02,00063608,00001721,O,AIRPORT,0000
300,QF,0006,2028-10-02,00063725,00001721,O,AIRPORT,0000
300,AA,0026,2028-06-17,00050152,00001721,O,AIRPORT,0000
300,LH,0401,2028-05-26,00051328,00001721,O,AIRPORT,0000
300,LH,0401,2028-06-26,00057384,00001721,O,AIRPORT,0000
300,DL,1699,2028-07-06,00057288,00001721,O,AIRPORT,0000
300,UA,3504,2028-05-10,00059109,00001721,O,AIRPORT,0000
300,AA,0026,2028-08-20,00059269,00001721,O,AIRPORT,0000
300,LH,0401,2028-05-24,00051091,00001721,O,AIRPORT,0000
300,QF,0006,2028-08-18,00058243,00001721,O,AIRPORT,0000
300,AZ,0788,2028-07-09,00058285,00001721,O,AIRPORT,0000
300,UA,3504,2028-05-22,00061144,00001721,O,AIRPORT,0000
300,DL,1699,2028-07-31,00062079,00001721,O,AIRPORT,0000
300,AA,0026,2028-06-19,00050647,00001721,O,AIRPORT,0000
300,UA,3504,2028-05-24,00061856,00001721,O,AIRPORT,0000
300,AA,0026,2028-09-10,00061934,00001721,O,AIRPORT,0000
300,AZ,0788,2028-07-18,00060145,00001721,O,AIRPORT,0000
300,LH,0401,2028-07-14,00060904,00001721,O,AIRPORT,0000
300,AA,0026,2028-06-30,00052237,00001721,O,AIRPORT,0000
300,AA,0026,2028-07-09,00053198,00001721,O,AIRPORT,0000
300,AZ,0788,2028-06-21,00054854,00001721,O,AIRPORT,0000
300,AA,0026,2028-06-26,00051446,00001721,O,AIRPORT,0000
300,AA,0026,2028-07-25,00055580,00001721,O,AIRPORT,0000
300,AZ,0788,2028-06-21,00055218,00001721,O,AIRPORT,0000
300,DL,1699,2028-06-25,00055100,00001721,O,AIRPORT,0000
300,AZ,0788,2028-05-25,00049875,00001721,O,AIRPORT,0000
300,AA,0064,2028-06-28,00076695,00001721,O,AIRPORT,0000
300,LH,0401,2028-08-03,00065245,00001721,O,AIRPORT,0000
300,DL,1699,2028-08-22,00066269,00001721,O,AIRPORT,0000
300,AZ,0789,2028-04-06,00078425,00001721,O,AIRPORT,0000
300,DL,1984,2028-04-12,00078841,00001721,O,AIRPORT,0000
300,AZ,0789,2028-04-06,00078517,00001721,O,AIRPORT,0000
300,LH,0401,2028-10-25,00078669,00001721,O,AIRPORT,0000
300,UA,3504,2028-08-23,00079417,00001721,O,AIRPORT,0000
300,AZ,0789,2028-04-08,00078991,00001721,O,AIRPORT,0000
300,AZ,0789,2028-03-31,00077153,00001721,O,AIRPORT,0000
300,UA,3504,2028-09-28,00087348,00001721,O,AIRPORT,0000
300,AZ,0789,2028-05-21,00087268,00001721,O,AIRPORT,0000
300,DL,1984,2028-05-29,00087895,00001721,O,AIRPORT,0000
300,AZ,0789,2028-05-25,00087784,00001721,O,AIRPORT,0000
300,DL,1984,2028-04-28,00081984,00001721,O,AIRPORT,0000
300,UA,3504,2028-09-01,00081964,00001721,O,AIRPORT,0000
300,LH,0402,2028-04-06,00081060,00001721,O,AIRPORT,0000
300,AZ,0789,2028-04-20,00080905,00001721,O,AIRPORT,0000
300,UA,3504,2028-08-31,00081289,00001721,O,AIRPORT,0000
300,AA,0064,2028-09-03,00084228,00001721,O,AIRPORT,0000
300,DL,1984,2028-05-02,00082609,00001721,O,AIRPORT,0000
300,DL,1984,2028-05-02,00082645,00001721,O,AIRPORT,0000
300,DL,1984,2028-05-05,00083308,00001721,O,AIRPORT,0000
300,LH,0402,2028-04-15,00083117,00001721,O,AIRPORT,0000
300,LH,0402,2028-08-09,00105674,00001721,O,AIRPORT,0000
300,AZ,0789,2028-08-18,00104574,00001721,O,AIRPORT,0000
300,UA,3516,2028-06-23,00106599,00001721,O,AIRPORT,0000
300,LH,0402,2028-07-24,00102307,00001721,O,AIRPORT,0000
300,AZ,0789,2028-08-07,00102094,00001721,O,AIRPORT,0000
300,AZ,0789,2028-08-16,00104027,00001721,O,AIRPORT,0000
300,UA,3516,2028-07-13,00110761,00001721,O,AIRPORT,0000
300,UA,3516,2028-07-09,00109577,00001721,O,AIRPORT,0000
300,LH,0402,2028-06-14,00094869,00001721,O,AIRPORT,0000
300,UA,3516,2028-04-04,00091073,00001721,O,AIRPORT,0000
300,DL,1984,2028-06-12,00090602,00001721,O,AIRPORT,0000
300,AZ,0789,2028-06-21,00093326,00001721,O,AIRPORT,0000
300,UA,3516,2028-04-13,00092721,00001721,O,AIRPORT,0000
300,DL,1984,2028-06-03,00088818,00001721,O,AIRPORT,0000
300,DL,1984,2028-07-13,00096458,00001721,O,AIRPORT,0000
300,DL,1984,2028-08-06,00101231,00001721,O,AIRPORT,0000
300,AZ,0789,2028-07-22,00099449,00001721,O,AIRPORT,0000
300,DL,1984,2028-07-31,00100264,00001721,O,AIRPORT,0000
300,UA,3517,2028-07-04,00147795,00001721,O,AIRPORT,0000
300,AZ,0791,2028-05-17,00147194,00001721,O,AIRPORT,0000
300,UA,3517,2028-06-27,00146287,00001721,O,AIRPORT,0000
300,UA,3517,2028-06-25,00145709,00001721,O,AIRPORT,0000
300,UA,3517,2028-07-17,00150213,00001721,O,AIRPORT,0000
300,UA,3517,2028-07-17,00150217,00001721,O,AIRPORT,0000
300,LH,0455,2028-04-19,00148498,00001721,O,AIRPORT,0000
300,UA,3517,2028-06-03,00141396,00001721,O,AIRPORT,0000
300,LH,0454,2028-09-08,00141029,00001721,O,AIRPORT,0000
300,LH,0454,2028-09-26,00144013,00001721,O,AIRPORT,0000
300,LH,0454,2028-09-11,00141842,00001721,O,AIRPORT,0000
300,LH,0454,2028-09-11,00141745,00001721,O,AIRPORT,0000
300,AZ,0791,2028-09-08,00159844,00001721,O,AIRPORT,0000
300,UA,3517,2028-08-22,00157211,00001721,O,AIRPORT,0000
300,LH,0455,2028-07-13,00157873,00001721,O,AIRPORT,0000
300,LH,0455,2028-08-20,00162092,00001721,O,AIRPORT,0000
300,AZ,0791,2028-06-26,00151631,00001721,O,AIRPORT,0000
300,LH,0455,2028-05-22,00152068,00001721,O,AIRPORT,0000
300,UA,3517,2028-07-28,00152429,00001721,O,AIRPORT,0000
300,UA,3517,2028-08-15,00155617,00001721,O,AIRPORT,0000
300,UA,3517,2028-08-09,00154402,00001721,O,AIRPORT,0000
300,AZ,0791,2028-07-18,00154083,00001721,O,AIRPORT,0000
300,LH,0455,2028-06-18,00155146,00001721,O,AIRPORT,0000
300,LH,0454,2028-04-30,00122440,00001721,O,AIRPORT,0000
300,UA,3516,2028-08-31,00120322,00001721,O,AIRPORT,0000
300,LH,0402,2028-10-06,00116481,00001721,O,AIRPORT,0000
300,UA,3516,2028-08-02,00114497,00001721,O,AIRPORT,0000
300,LH,0402,2028-09-18,00114397,00001721,O,AIRPORT,0000
300,AZ,0790,2028-04-29,00119029,00001721,O,AIRPORT,0000
300,UA,3516,2028-08-20,00118075,00001721,O,AIRPORT,0000
300,AZ,0790,2028-04-22,00117963,00001721,O,AIRPORT,0000
300,AZ,0790,2028-08-23,00135054,00001721,O,AIRPORT,0000
300,AZ,0790,2028-08-14,00133765,00001721,O,AIRPORT,0000
300,LH,0454,2028-08-06,00136224,00001721,O,AIRPORT,0000
300,AZ,0790,2028-07-05,00128455,00001721,O,AIRPORT,0000
300,LH,0454,2028-05-29,00126557,00001721,O,AIRPORT,0000
300,AZ,0790,2028-07-27,00131414,00001721,O,AIRPORT,0000
300,LH,0454,2028-07-01,00131293,00001721,O,AIRPORT,0000
300,UA,3517,2028-04-15,00132188,00001721,O,AIRPORT,0000
300,UA,3517,2028-09-25,00164566,00001721,O,AIRPORT,0000
300,LH,2407,2028-05-17,00196525,00001721,O,AIRPORT,0000
300,LH,2402,2028-07-03,00179184,00001721,O,AIRPORT,0000
300,LH,2402,2028-07-14,00180500,00001721,O,AIRPORT,0000
300,LH,2402,2028-06-09,00176472,00001721,O,AIRPORT,0000
300,LH,2402,2028-06-04,00176143,00001721,O,AIRPORT,0000
300,LH,2462,2028-06-22,00255354,00001721,O,AIRPORT,0000
300,LH,2462,2028-06-13,00254334,00001721,O,AIRPORT,0000
300,LH,2462,2028-05-04,00249869,00001721,O,AIRPORT,0000
300,LH,2462,2028-05-13,00251041,00001721,O,AIRPORT,0000
300,LH,2462,2028-05-26,00252442,00001721,O,AIRPORT,0000
300,LH,2462,2028-09-12,00265063,00001721,O,AIRPORT,0000
300,LH,2463,2028-03-31,00268652,00001721,O,AIRPORT,0000
300,LH,2463,2028-03-29,00268333,00001721,O,AIRPORT,0000
300,LH,2462,2028-08-14,00261538,00001721,O,AIRPORT,0000
300,LH,2436,2028-05-24,00236321,00001721,O,AIRPORT,0000
300,LH,2415,2028-09-01,00228674,00001721,O,AIRPORT,0000
300,LH,2436,2028-10-01,00244859,00001721,O,AIRPORT,0000
300,LH,2462,2028-04-05,00246759,00001721,O,AIRPORT,0000
300,LH,2436,2028-07-01,00238799,00001721,O,AIRPORT,0000
300,LH,2436,2028-06-29,00238560,00001721,O,AIRPORT,0000
300,LH,2463,2028-09-24,00288808,00001721,O,AIRPORT,0000
300,LH,2463,2028-09-28,00289349,00001721,O,AIRPORT,0000
300,LH,3577,2028-05-13,00296242,00001721,O,AIRPORT,0000
300,LH,2463,2028-07-23,00281213,00001721,O,AIRPORT,0000
300,LH,2463,2028-07-12,00280140,00001721,O,AIRPORT,0000
300,LH,2463,2028-06-18,00277416,00001721,O,AIRPORT,0000
300,LH,2463,2028-09-17,00288087,00001721,O,AIRPORT,0000
300,LH,2463,2028-08-15,00283749,00001721,O,AIRPORT,0000
300,LH,3577,2028-10-12,00312590,00001721,O,AIRPORT,0000
300,LH,3577,2028-09-24,00311679,00001721,O,AIRPORT,0000
300,LH,3577,2028-06-15,00299971,00001721,O,AIRPORT,0000
300,LH,3577,2028-07-28,00304738,00001721,O,AIRPORT,0000
300,LH,2407,2028-10-12,00212327,00001721,O,AIRPORT,0000
300,LH,2407,2028-09-19,00211155,00001721,O,AIRPORT,0000
300,LH,2407,2028-09-10,00209910,00001721,O,AIRPORT,0000
300,LH,2407,2028-09-11,00210083,00001721,O,AIRPORT,0000
300,LH,2415,2028-05-04,00216827,00001721,O,AIRPORT,0000
300,LH,2407,2028-08-04,00205303,00001721,O,AIRPORT,0000
300,JL,407,2028-08-19,20318,2036,O,AIRPORT,
300,DL,106,2028-07-06,19831,2036,O,AIRPORT,
300,AA,17,2028-07-11,21280,2036,O,AIRPORT,
300,DL,106,2028-07-11,20725,2036,O,AIRPORT,
300,QF,5,2028-06-24,17514,2036,O,AIRPORT,
300,LH,400,2028-06-24,17492,2036,O,AIRPORT,
300,QF,5,2028-04-25,5674,2036,O,AIRPORT,
300,JL,407,2028-08-01,17683,2036,O,AIRPORT,
300,JL,407,2028-07-25,16769,2036,O,AIRPORT,
300,AZ,555,2028-06-21,17138,2036,O,AIRPORT,
300,AZ,555,2028-06-30,18994,2036,O,AIRPORT,
300,JL,407,2028-08-05,18276,2036,O,AIRPORT,
300,UA,7,2028-08-04,18085,2036,O,AIRPORT,
300,AA,26,2028-06-08,48939,2036,O,AIRPORT,
300,AZ,555,2028-07-27,24430,2036,O,AIRPORT,
300,UA,941,2028-09-10,47160,2036,O,AIRPORT,
300,AZ,788,2028-05-16,48220,2036,O,AIRPORT,
300,AZ,555,2028-07-16,22099,2036,O,AIRPORT,
300,AZ,555,2028-07-16,22185,2036,O,AIRPORT,
300,JL,407,2028-09-10,23203,2036,O,AIRPORT,
300,AZ,555,2028-05-16,10375,2036,O,AIRPORT,
300,AZ,555,2028-04-29,6589,2036,O,AIRPORT,
300,AA,17,2028-04-29,6617,2036,O,AIRPORT,
300,JL,407,2028-05-10,6367,2036,O,AIRPORT,
300,AA,17,2028-05-23,11505,2036,O,AIRPORT,
300,UA,7,2028-05-11,6459,2036,O,AIRPORT,
300,UA,7,2028-06-04,9639,2036,O,AIRPORT,
300,AZ,555,2028-05-12,9230,2036,O,AIRPORT,
300,UA,7,2028-05-26,8409,2036,O,AIRPORT,
300,DL,106,2028-05-09,8539,2036,O,AIRPORT,
300,DL,106,2028-05-18,10069,2036,O,AIRPORT,
300,DL,106,2028-06-14,15394,2036,O,AIRPORT,
300,QF,5,2028-06-17,16335,2036,O,AIRPORT,
300,AA,17,2028-04-24,5829,2036,O,AIRPORT,
300,UA,7,2028-07-17,15716,2036,O,AIRPORT,
300,JL,407,2028-06-26,12908,2036,O,AIRPORT,
300,AA,17,2028-06-01,13405,2036,O,AIRPORT,
300,AZ,555,2028-04-11,3265,2036,O,AIRPORT,
300,DL,106,2028-08-02,25106,2036,O,AIRPORT,
300,LH,400,2028-09-04,32270,2036,O,AIRPORT,
300,AZ,555,2028-08-29,30855,2036,O,AIRPORT,
300,AZ,555,2028-09-03,31829,2036,O,AIRPORT,
300,DL,106,2028-09-04,31614,2036,O,AIRPORT,
300,LH,400,2028-09-17,34952,2036,O,AIRPORT,
300,AA,17,2028-09-16,34032,2036,O,AIRPORT,
300,AA,17,2028-09-14,33537,2036,O,AIRPORT,
300,UA,941,2028-05-17,33634,2036,O,AIRPORT,
300,JL,407,2028-04-20,3449,2036,O,AIRPORT,
300,AZ,555,2028-08-12,27107,2036,O,AIRPORT,
300,JL,407,2028-10-27,26711,2036,O,AIRPORT,
300,JL,408,2028-03-31,27820,2036,O,AIRPORT,
300,LH,400,2028-04-09,2856,2036,O,AIRPORT,
300,AZ,788,2028-04-22,43459,2036,O,AIRPORT,
300,AA,26,2028-05-03,43996,2036,O,AIRPORT,
300,JL,408,2028-08-12,42811,2036,O,AIRPORT,
300,AZ,788,2028-04-17,42382,2036,O,AIRPORT,
300,UA,941,2028-09-03,46058,2036,O,AIRPORT,
300,AA,26,2028-05-23,46898,2036,O,AIRPORT,
300,UA,941,2028-09-08,46631,2036,O,AIRPORT,
300,UA,941,2028-08-25,44767,2036,O,AIRPORT,
300,DL,1699,2028-05-05,44971,2036,O,AIRPORT,
300,QF,6,2028-05-10,44305,2036,O,AIRPORT,
300,UA,941,2028-08-21,44339,2036,O,AIRPORT,
300,JL,408,2028-07-01,37924,2036,O,AIRPORT,
