MANDT,CARRID,CONNID,FLDATE,PRICE,CURRENCY,PLANETYPE,SEATSMAX,SEATSOCC,PAYMENTSUM,SEATSMAX_B,SEATSOCC_B,SEATSMAX_F,SEATSOCC_F
300,AZ,0791,2028-10-02,1014.00,EUR,A319,220,113,143166.66,22,12,10,5
300,SQ,0325,2028-10-02,1737.55,SGD,747-400,385,30,63472.75,31,2,21,2
300,SQ,0015,2028-10-02,2320.04,SGD,DC-10-10,380,174,506325.58,41,19,18,8
300,AA,0017,2028-10-02,422.94,USD,747-400,385,124,63204.27,31,9,21,7
300,AA,0026,2028-10-02,611.01,USD,A310-300,280,172,122617.63,22,14,10,5
300,AZ,0555,2028-10-02,185.00,EUR,DC-10-10,380,72,16860.90,41,8,18,4
300,LH,0402,2028-10-03,666.00,EUR,747-400,385,156,126566.64,31,13,21,8
300,SQ,0067,2028-10-03,329.31,SGD,747-400,385,15,6042.78,31,1,21,1
300,LH,0454,2028-10-03,965.00,EUR,A310-300,280,124,138969.65,22,10,10,4
300,SQ,0114,2028-10-03,357.44,SGD,737-200,130,16,7041.59,10,1,8,1
300,LH,0455,2028-10-03,965.00,EUR,A319,220,120,144557.00,22,12,10,6
300,LH,2402,2028-10-03,242.00,EUR,A321,220,58,17893.48,22,6,11,3
300,SQ,0117,2028-10-03,357.44,SGD,A319,220,136,60378.85,22,14,10,6
300,UA,3504,2028-10-03,879.82,USD,DC-10-10,380,23,25646.81,41,3,18,1
300,SQ,0326,2028-10-03,1737.55,SGD,A310-300,280,34,69832.15,22,3,10,1
300,LH,2407,2028-10-03,242.00,EUR,A321,220,41,12305.70,22,4,11,2
300,LH,2415,2028-10-03,242.00,EUR,727-200,189,59,18781.62,18,6,11,4
300,UA,3517,2028-10-03,611.01,USD,747-400,385,232,171419.09,31,18,21,12
300,LH,2436,2028-10-03,242.00,EUR,737-200,130,76,22530.20,10,5,8,5
300,LH,2462,2028-10-03,242.00,EUR,A319,220,17,5401.44,22,2,10,1
300,JL,0407,2028-10-03,1061.36,JPY,A310-300,280,127,155669.59,22,8,10,5
300,JL,0408,2028-10-03,1061.36,JPY,A319,220,119,156847.67,22,12,10,5
300,LH,0400,2028-10-03,666.00,EUR,DC-10-10,380,253,210922.20,41,27,18,12
300,LH,0401,2028-10-03,666.00,EUR,DC-10-10,380,77,65574.36,41,9,18,4
300,DL,0106,2028-10-03,611.01,USD,DC-10-10,380,153,117283.51,41,16,18,7
300,DL,1699,2028-10-03,422.94,USD,DC-10-10,380,222,116858.50,41,24,18,10
300,DL,1984,2028-10-03,422.94,USD,747-400,385,248,128129.84,31,21,21,13
300,SQ,0997,2028-10-03,910.15,SGD,747-400,385,7,7963.82,31,1,21,0
300,UA,0007,2028-10-03,422.94,USD,A310-300,280,96,48126.41,22,8,10,4
300,SQ,0066,2028-10-03,329.31,SGD,DC-10-10,380,117,49323.80,41,13,18,6
300,LH,2463,2028-10-03,242.00,EUR,A321,220,119,35893.44,22,11,11,6
300,LH,3577,2028-10-03,185.00,EUR,A321,220,107,24691.95,22,11,11,5
300,AA,0064,2028-10-03,422.94,USD,A319,220,77,39777.50,22,8,10,3
300,QF,0005,2028-10-03,788.64,AUD,747-400,385,15,14550.40,31,1,21,1
300,UA,0941,2028-10-04,879.82,USD,A319,220,74,78260.13,22,8,10,2
300,SQ,0158,2028-10-04,494.79,SGD,A321,220,134,82723.80,22,13,11,7
300,SQ,0863,2028-10-04,512.99,SGD,A319,220,98,62415.41,22,10,10,4
300,UA,3516,2028-10-04,611.01,USD,DC-10-10,380,225,171046.37,41,24,18,10
300,SQ,0866,2028-10-04,512.99,SGD,DC-10-10,380,79,51283.52,41,9,18,4
300,SQ,0988,2028-10-04,910.15,SGD,DC-10-10,380,243,279143.35,41,26,18,12
300,QF,0006,2028-10-04,788.64,AUD,A310-300,280,72,67239.49,22,6,10,3
300,AZ,0788,2028-10-04,1030.00,EUR,DC-10-10,380,170,216979.80,41,18,18,8
300,SQ,0002,2028-10-04,2320.04,SGD,A319,220,23,64195.51,22,2,10,1
300,AZ,0789,2028-10-04,1030.00,EUR,747-400,385,6,7982.50,31,1,21,0
300,AZ,0790,2028-10-04,1014.00,EUR,A310-300,280,7,8213.40,22,1,10,0
300,SQ,0161,2028-10-04,494.79,SGD,A321,220,61,37371.43,22,6,11,3
300,AZ,0791,2028-10-04,1014.00,EUR,A319,220,131,163416.24,22,14,10,5
300,SQ,0325,2028-10-04,1737.55,SGD,747-400,385,204,434266.23,31,16,21,11
300,SQ,0015,2028-10-04,2320.04,SGD,DC-10-10,380,14,45774.40,41,2,18,1
300,AA,0017,2028-10-04,422.94,USD,747-400,385,77,39354.65,31,6,21,4
300,AA,0026,2028-10-04,611.01,USD,A310-300,280,0,0.00,22,0,10,0
300,AZ,0555,2028-10-04,185.00,EUR,DC-10-10,380,89,20644.15,41,10,18,4
300,LH,0454,2028-10-05,965.00,EUR,A310-300,280,78,88394.00,22,6,10,3
300,LH,2402,2028-10-05,242.00,EUR,A321,220,83,24773.54,22,8,11,4
300,UA,3504,2028-10-05,879.82,USD,DC-10-10,380,22,23799.17,41,2,18,1
300,SQ,0326,2028-10-05,1737.55,SGD,A310-300,280,65,131271.96,22,5,10,2
300,LH,2407,2028-10-05,242.00,EUR,A321,220,58,17653.90,22,6,11,3
300,LH,2415,2028-10-05,242.00,EUR,727-200,189,20,5541.80,18,1,11,1
300,LH,2436,2028-10-05,242.00,EUR,737-200,130,16,4682.70,10,1,8,1
300,LH,2462,2028-10-05,242.00,EUR,A319,220,0,0.00,22,0,10,0
300,JL,0407,2028-10-05,1061.36,JPY,A310-300,280,0,0.00,22,0,10,0
300,JL,0408,2028-10-05,1061.36,JPY,A319,220,70,88549.23,22,7,10,2
300,LH,0400,2028-10-05,666.00,EUR,DC-10-10,380,192,157848.66,41,20,18,8
300,LH,0401,2028-10-05,666.00,EUR,DC-10-10,380,231,192873.60,41,25,18,11
300,SQ,0997,2028-10-05,910.15,SGD,747-400,385,142,158566.55,31,11,21,8
300,UA,0007,2028-10-05,422.94,USD,A310-300,280,124,61931.19,22,10,10,5
300,LH,2463,2028-10-05,242.00,EUR,A321,220,120,36268.54,22,12,11,6
300,LH,3577,2028-10-05,185.00,EUR,A321,220,104,23933.45,22,10,11,5
300,AA,0064,2028-10-05,422.94,USD,A319,220,23,11736.59,22,2,10,1
300,QF,0005,2028-10-05,788.64,AUD,747-400,385,164,156497.83,31,12,21,9
300,LH,0402,2028-10-06,666.00,EUR,747-400,385,143,117615.60,31,12,21,8
300,SQ,0067,2028-10-06,329.31,SGD,747-400,385,23,8957.16,31,2,21,1
300,SQ,0114,2028-10-06,357.44,SGD,737-200,130,31,13500.51,10,2,8,2
300,LH,0455,2028-10-06,965.00,EUR,A319,220,105,128026.55,22,11,10,5
300,SQ,0117,2028-10-06,357.44,SGD,A319,220,142,62344.73,22,14,10,6
300,SQ,0158,2028-10-06,494.79,SGD,A321,220,114,70378.81,22,11,11,6
300,SQ,0863,2028-10-06,512.99,SGD,A319,220,117,73942.26,22,12,10,5
300,UA,3516,2028-10-06,611.01,USD,DC-10-10,380,44,33959.98,41,5,18,2
300,UA,3517,2028-10-06,611.01,USD,747-400,385,77,57551.10,31,6,21,4
300,QF,0006,2028-10-06,788.64,AUD,A310-300,280,16,14999.92,22,1,10,1
300,AZ,0788,2028-10-06,1030.00,EUR,DC-10-10,380,131,164377.70,41,13,18,5
300,AZ,0789,2028-10-06,1030.00,EUR,747-400,385,110,138256.90,31,9,21,6
300,AZ,0790,2028-10-06,1014.00,EUR,A310-300,280,55,64348.44,22,4,10,2
300,SQ,0161,2028-10-06,494.79,SGD,A321,220,143,88775.11,22,14,11,7
300,DL,0106,2028-10-06,611.01,USD,DC-10-10,380,154,117259.10,41,17,18,7
300,SQ,0325,2028-10-06,1737.55,SGD,747-400,385,142,302733.57,31,11,21,8
300,DL,1699,2028-10-06,422.94,USD,DC-10-10,380,200,106081.86,41,22,18,9
300,DL,1984,2028-10-06,422.94,USD,747-400,385,234,120601.47,31,19,21,12
300,SQ,0015,2028-10-06,2320.04,SGD,DC-10-10,380,136,395868.49,41,15,18,6
300,SQ,0066,2028-10-06,329.31,SGD,DC-10-10,380,140,58132.83,41,15,18,7
300,AA,0017,2028-10-06,422.94,USD,747-400,385,160,81783.99,31,13,21,8
300,AA,0026,2028-10-06,611.01,USD,A310-300,280,80,56854.56,22,6,10,3
300,AZ,0555,2028-10-06,185.00,EUR,DC-10-10,380,0,0.00,41,0,18,0
300,LH,0454,2028-10-07,965.00,EUR,A310-300,280,165,186756.45,22,13,10,6
300,LH,2402,2028-10-07,242.00,EUR,A321,220,118,35181.96,22,12,11,5
300,UA,0941,2028-10-07,879.82,USD,A319,220,0,0.00,22,0,10,0
300,UA,3504,2028-10-07,879.82,USD,DC-10-10,380,45,49692.32,41,5,18,2
300,SQ,0326,2028-10-07,1737.55,SGD,A310-300,280,6,9556.54,22,0,10,0
300,LH,2407,2028-10-07,242.00,EUR,A321,220,0,0.00,22,0,11,0
300,LH,2415,2028-10-07,242.00,EUR,727-200,189,46,14619.22,18,5,11,3
300,SQ,0866,2028-10-07,512.99,SGD,DC-10-10,380,23,14132.85,41,2,18,1
300,LH,2436,2028-10-07,242.00,EUR,737-200,130,76,22914.98,10,6,8,5
300,SQ,0988,2028-10-07,910.15,SGD,DC-10-10,380,140,159813.48,41,15,18,7
300,LH,2462,2028-10-07,242.00,EUR,A319,220,47,13648.80,22,4,10,2
300,JL,0407,2028-10-07,1061.36,JPY,A310-300,280,108,135726.63,22,9,10,4
300,JL,0408,2028-10-07,1061.36,JPY,A319,220,102,133487.18,22,11,10,4
300,LH,0400,2028-10-07,666.00,EUR,DC-10-10,380,211,177855.30,41,23,18,10
300,SQ,0002,2028-10-07,2320.04,SGD,A319,220,87,252397.20,22,9,10,4
300,LH,0401,2028-10-07,666.00,EUR,DC-10-10,380,2,1198.80,41,0,18,0
300,AZ,0791,2028-10-07,1014.00,EUR,A319,220,111,139272.90,22,11,10,5
300,SQ,0997,2028-10-07,910.15,SGD,747-400,385,132,147189.69,31,11,21,7
300,UA,0007,2028-10-07,422.94,USD,A310-300,280,77,38322.70,22,6,10,3
300,LH,2463,2028-10-07,242.00,EUR,A321,220,91,27784.02,22,10,11,5
300,LH,3577,2028-10-07,185.00,EUR,A321,220,71,16757.30,22,7,11,4
300,AA,0064,2028-10-07,422.94,USD,A319,220,137,70017.79,22,12,10,6
300,QF,0005,2028-10-07,788.64,AUD,747-400,385,80,75023.37,31,7,21,3
300,LH,0402,2028-10-08,666.00,EUR,747-400,385,179,147232.62,31,15,21,10
300,SQ,0067,2028-10-08,329.31,SGD,747-400,385,164,65963.78,31,13,21,9
300,SQ,0114,2028-10-08,357.44,SGD,737-200,130,8,3431.44,10,1,8,0
300,LH,0455,2028-10-08,965.00,EUR,A319,220,0,0.00,22,0,10,0
300,SQ,0117,2028-10-08,357.44,SGD,A319,220,0,0.00,22,0,10,0
300,SQ,0158,2028-10-08,494.79,SGD,A321,220,53,33086.56,22,5,11,3
300,UA,3516,2028-10-08,611.01,USD,DC-10-10,380,115,89109.81,41,12,18,6
300,UA,3517,2028-10-08,611.01,USD,747-400,385,0,0.00,31,0,21,0
300,AZ,0788,2028-10-08,1030.00,EUR,DC-10-10,380,46,58740.90,41,5,18,2
300,SQ,0161,2028-10-08,494.79,SGD,A321,220,0,0.00,22,0,11,0
300,DL,0106,2028-10-08,611.01,USD,DC-10-10,380,84,64651.05,41,9,18,4
300,DL,1699,2028-10-08,422.94,USD,DC-10-10,380,55,28176.30,41,6,18,2
300,DL,1984,2028-10-08,422.94,USD,747-400,385,56,29297.13,31,5,21,3
300,SQ,0066,2028-10-08,329.31,SGD,DC-10-10,380,67,27276.62,41,7,18,3
300,UA,0941,2028-10-09,879.82,USD,A319,220,114,122629.53,22,11,10,5
300,UA,3504,2028-10-09,879.82,USD,DC-10-10,380,205,228762.39,41,23,18,10
300,SQ,0326,2028-10-09,1737.55,SGD,A310-300,280,131,267287.48,22,10,10,5
300,SQ,0863,2028-10-09,512.99,SGD,A319,220,37,23971.98,22,4,10,2
300,LH,2415,2028-10-09,242.00,EUR,727-200,189,56,17036.80,18,5,11,3
300,SQ,0866,2028-10-09,512.99,SGD,DC-10-10,380,111,71218.29,41,12,18,5
300,SQ,0988,2028-10-09,910.15,SGD,DC-10-10,380,192,220047.25,41,21,18,9
300,LH,2462,2028-10-09,242.00,EUR,A319,220,36,11129.58,22,4,10,2
300,JL,0407,2028-10-09,1061.36,JPY,A310-300,280,122,148961.75,22,10,10,3
300,QF,0006,2028-10-09,788.64,AUD,A310-300,280,144,133879.65,22,12,10,5
300,SQ,0002,2028-10-09,2320.04,SGD,A319,220,140,401181.44,22,14,10,6
300,AZ,0789,2028-10-09,1030.00,EUR,747-400,385,85,108665.00,31,7,21,5
300,LH,0401,2028-10-09,666.00,EUR,DC-10-10,380,113,92307.60,41,11,18,5
300,AZ,0790,2028-10-09,1014.00,EUR,A310-300,280,141,170788.02,22,12,10,5
300,AZ,0791,2028-10-09,1014.00,EUR,A319,220,50,61600.50,22,5,10,2
300,SQ,0325,2028-10-09,1737.55,SGD,747-400,385,128,272239.51,31,10,21,7
300,SQ,0997,2028-10-09,910.15,SGD,747-400,385,222,247870.55,31,18,21,12
300,SQ,0015,2028-10-09,2320.04,SGD,DC-10-10,380,96,282441.75,41,10,18,5
300,AA,0017,2028-10-09,422.94,USD,747-400,385,230,118499.42,31,19,21,12
300,AA,0026,2028-10-09,611.01,USD,A310-300,280,67,50365.61,22,6,10,3
300,AA,0064,2028-10-09,422.94,USD,A319,220,0,0.00,22,0,10,0
300,AZ,0555,2028-10-09,185.00,EUR,DC-10-10,380,20,4576.90,41,2,18,1
300,QF,0005,2028-10-09,788.64,AUD,747-400,385,222,209455.03,31,16,21,11
300,LH,0402,2028-10-10,666.00,EUR,747-400,385,57,46873.08,31,5,21,3
300,SQ,0067,2028-10-10,329.31,SGD,747-400,385,0,0.00,31,0,21,0
300,LH,0454,2028-10-10,965.00,EUR,A310-300,280,52,58527.25,22,4,10,2
300,SQ,0114,2028-10-10,357.44,SGD,737-200,130,70,30382.40,10,5,8,4
300,LH,0455,2028-10-10,965.00,EUR,A319,220,7,8279.70,22,1,10,0
300,LH,2402,2028-10-10,242.00,EUR,A321,220,67,20313.48,22,7,11,3
300,SQ,0117,2028-10-10,357.44,SGD,A319,220,44,19183.83,22,4,10,2
300,SQ,0158,2028-10-10,494.79,SGD,A321,220,34,21023.60,22,3,11,2
300,LH,2407,2028-10-10,242.00,EUR,A321,220,39,12041.92,22,4,11,2
300,UA,3516,2028-10-10,611.01,USD,DC-10-10,380,207,158661.16,41,21,18,10
300,UA,3517,2028-10-10,611.01,USD,747-400,385,93,67217.30,31,7,21,4
300,LH,2436,2028-10-10,242.00,EUR,737-200,130,79,23759.56,10,6,8,5
300,JL,0408,2028-10-10,1061.36,JPY,A319,220,47,62662.65,22,5,10,2
300,AZ,0788,2028-10-10,1030.00,EUR,DC-10-10,380,0,0.00,41,0,18,0
300,LH,0400,2028-10-10,666.00,EUR,DC-10-10,380,97,82304.28,41,11,18,5
300,SQ,0161,2028-10-10,494.79,SGD,A321,220,76,48113.32,22,8,11,4
300,DL,0106,2028-10-10,611.01,USD,DC-10-10,380,111,84906.06,41,12,18,5
300,DL,1699,2028-10-10,422.94,USD,DC-10-10,380,21,9613.44,41,2,18,0
300,DL,1984,2028-10-10,422.94,USD,747-400,385,111,57536.76,31,9,21,6
300,UA,0007,2028-10-10,422.94,USD,A310-300,280,0,0.00,22,0,10,0
300,SQ,0066,2028-10-10,329.31,SGD,DC-10-10,380,173,71647.53,41,19,18,8
300,LH,2463,2028-10-10,242.00,EUR,A321,220,3,677.60,22,0,11,0
300,LH,3577,2028-10-10,185.00,EUR,A321,220,35,8495.20,22,4,11,2
300,UA,0941,2028-10-11,879.82,USD,A319,220,63,67543.92,22,6,10,3
300,UA,3504,2028-10-11,879.82,USD,DC-10-10,380,62,68335.72,41,6,18,3
300,SQ,0326,2028-10-11,1737.55,SGD,A310-300,280,149,300144.63,22,12,10,5
300,SQ,0863,2028-10-11,512.99,SGD,A319,220,37,24002.76,22,4,10,2
300,LH,2415,2028-10-11,242.00,EUR,727-200,189,55,16083.32,18,4,11,3
300,SQ,0866,2028-10-11,512.99,SGD,DC-10-10,380,153,98596.52,41,17,18,7
300,SQ,0988,2028-10-11,910.15,SGD,DC-10-10,380,167,191113.54,41,18,18,8
300,LH,2462,2028-10-11,242.00,EUR,A319,220,87,25872.22,22,9,10,4
300,JL,0407,2028-10-11,1061.36,JPY,A310-300,280,0,0.00,22,0,10,0
300,QF,0006,2028-10-11,788.64,AUD,A310-300,280,66,60394.10,22,5,10,2
300,SQ,0002,2028-10-11,2320.04,SGD,A319,220,39,114958.03,22,4,10,2
300,AZ,0789,2028-10-11,1030.00,EUR,747-400,385,174,221233.70,31,14,21,10
300,LH,0401,2028-10-11,666.00,EUR,DC-10-10,380,192,158727.78,41,20,18,9
300,AZ,0790,2028-10-11,1014.00,EUR,A310-300,280,16,19935.24,22,1,10,1
300,AZ,0791,2028-10-11,1014.00,EUR,A319,220,41,52170.30,22,4,10,2
300,SQ,0325,2028-10-11,1737.55,SGD,747-400,385,69,150280.81,31,6,21,4
300,SQ,0997,2028-10-11,910.15,SGD,747-400,385,162,180473.92,31,13,21,9
300,SQ,0015,2028-10-11,2320.04,SGD,DC-10-10,380,125,360905.45,41,13,18,6
300,AA,0017,2028-10-11,422.94,USD,747-400,385,120,62920.90,31,10,21,7
300,AA,0026,2028-10-11,611.01,USD,A310-300,280,159,112945.35,22,13,10,5
300,AA,0064,2028-10-11,422.94,USD,A319,220,34,18926.57,22,4,10,2
300,AZ,0555,2028-10-11,185.00,EUR,DC-10-10,380,25,5476.00,41,2,18,1
300,QF,0005,2028-10-11,788.64,AUD,747-400,385,67,65086.49,31,5,21,4
300,LH,0402,2028-10-12,666.00,EUR,747-400,385,124,101285.28,31,10,21,7
300,SQ,0067,2028-10-12,329.31,SGD,747-400,385,125,50858.35,31,10,21,7
300,LH,0454,2028-10-12,965.00,EUR,A310-300,280,136,152006.80,22,10,10,5
300,SQ,0114,2028-10-12,357.44,SGD,737-200,130,8,3395.69,10,1,8,0
300,LH,0455,2028-10-12,965.00,EUR,A319,220,116,139143.35,22,12,10,5
300,LH,2402,2028-10-12,242.00,EUR,A321,220,112,34342.22,22,12,11,6
300,SQ,0117,2028-10-12,357.44,SGD,A319,220,39,17657.57,22,4,10,2
300,LH,2407,2028-10-12,242.00,EUR,A321,220,121,36285.48,22,12,11,6
300,UA,3517,2028-10-12,611.01,USD,747-400,385,81,62811.90,31,7,21,5
300,LH,2436,2028-10-12,242.00,EUR,737-200,130,33,9989.76,10,3,8,2
300,JL,0408,2028-10-12,1061.36,JPY,A319,220,59,77373.04,22,5,10,3
300,LH,0400,2028-10-12,666.00,EUR,DC-10-10,380,115,97462.44,41,12,18,6
300,DL,0106,2028-10-12,611.01,USD,DC-10-10,380,24,17597.11,41,2,18,1
300,DL,1699,2028-10-12,422.94,USD,DC-10-10,380,132,69379.11,41,13,18,6
300,DL,1984,2028-10-12,422.94,USD,747-400,385,170,86229.04,31,13,21,8
300,UA,0007,2028-10-12,422.94,USD,A310-300,280,110,53506.20,22,9,10,3
300,SQ,0066,2028-10-12,329.31,SGD,DC-10-10,380,156,64751.88,41,17,18,7
300,LH,2463,2028-10-12,242.00,EUR,A321,220,123,37493.06,22,13,11,6
300,LH,3577,2028-10-12,185.00,EUR,A321,220,79,18124.45,22,7,11,4
300,UA,0941,2028-10-13,879.82,USD,A319,220,21,22743.39,22,2,10,1
300,SQ,0158,2028-10-13,494.79,SGD,A321,220,104,63372.59,22,10,11,5
300,SQ,0863,2028-10-13,512.99,SGD,A319,220,79,50719.24,22,8,10,4
300,UA,3516,2028-10-13,611.01,USD,DC-10-10,380,37,29524.03,41,4,18,2
300,SQ,0866,2028-10-13,512.99,SGD,DC-10-10,380,16,11152.39,41,2,18,1
300,SQ,0988,2028-10-13,910.15,SGD,DC-10-10,380,98,112767.79,41,11,18,5
300,QF,0006,2028-10-13,788.64,AUD,A310-300,280,42,39368.99,22,3,10,2
300,AZ,0788,2028-10-13,1030.00,EUR,DC-10-10,380,39,50882.00,41,4,18,2
300,SQ,0002,2028-10-13,2320.04,SGD,A319,220,55,162681.25,22,6,10,3
300,AZ,0789,2028-10-13,1030.00,EUR,747-400,385,68,87570.60,31,6,21,4
300,AZ,0790,2028-10-13,1014.00,EUR,A310-300,280,147,177358.74,22,12,10,6
300,SQ,0161,2028-10-13,494.79,SGD,A321,220,50,31814.95,22,5,11,3
300,AZ,0791,2028-10-13,1014.00,EUR,A319,220,0,0.00,22,0,10,0
300,SQ,0325,2028-10-13,1737.55,SGD,747-400,385,75,158551.54,31,6,21,4
300,SQ,0015,2028-10-13,2320.04,SGD,DC-10-10,380,152,440482.89,41,16,18,7
300,AA,0017,2028-10-13,422.94,USD,747-400,385,46,24712.39,31,4,21,3
300,AA,0026,2028-10-13,611.01,USD,A310-300,280,115,80488.46,22,8,10,4
300,AZ,0555,2028-10-13,185.00,EUR,DC-10-10,380,166,38082.25,41,18,18,7
300,LH,0454,2028-10-14,965.00,EUR,A310-300,280,54,60833.60,22,4,10,2
300,LH,2402,2028-10-14,242.00,EUR,A321,220,21,6376.70,22,2,11,1
300,UA,3504,2028-10-14,879.82,USD,DC-10-10,380,50,54707.32,41,6,18,2
300,SQ,0326,2028-10-14,1737.55,SGD,A310-300,280,117,234638.91,22,9,10,4
300,LH,2407,2028-10-14,242.00,EUR,A321,220,54,16838.36,22,6,11,3
300,LH,2415,2028-10-14,242.00,EUR,727-200,189,102,31411.60,18,10,11,6
300,LH,2436,2028-10-14,242.00,EUR,737-200,130,17,4973.10,10,1,8,1
300,LH,2462,2028-10-14,242.00,EUR,A319,220,28,8421.60,22,3,10,1
300,JL,0407,2028-10-14,1061.36,JPY,A310-300,280,29,35820.89,22,2,10,1
300,JL,0408,2028-10-14,1061.36,JPY,A319,220,0,0.00,22,0,10,0
300,LH,0400,2028-10-14,666.00,EUR,DC-10-10,380,190,159753.42,41,20,18,9
300,LH,0401,2028-10-14,666.00,EUR,DC-10-10,380,203,169790.04,41,22,18,10
300,SQ,0997,2028-10-14,910.15,SGD,747-400,385,164,182448.93,31,13,21,9
300,UA,0007,2028-10-14,422.94,USD,A310-300,280,17,8691.43,22,1,10,1
300,LH,2463,2028-10-14,242.00,EUR,A321,220,26,7768.20,22,3,11,1
300,LH,3577,2028-10-14,185.00,EUR,A321,220,38,8524.80,22,3,11,2
300,AA,0064,2028-10-14,422.94,USD,A319,220,37,20089.66,22,4,10,2
300,QF,0005,2028-10-14,788.64,AUD,747-400,385,0,0.00,31,0,21,0
300,LH,0402,2028-10-15,666.00,EUR,747-400,385,144,117442.44,31,11,21,8
300,SQ,0067,2028-10-15,329.31,SGD,747-400,385,36,14825.45,31,3,21,2
300,SQ,0114,2028-10-15,357.44,SGD,737-200,130,25,11706.18,10,2,8,2
300,LH,0455,2028-10-15,965.00,EUR,A319,220,35,42894.25,22,4,10,2
300,SQ,0117,2028-10-15,357.44,SGD,A319,220,50,21839.63,22,5,10,2
300,SQ,0158,2028-10-15,494.79,SGD,A321,220,0,0.00,22,0,11,0
300,SQ,0863,2028-10-15,512.99,SGD,A319,220,8,4760.54,22,1,10,0
300,UA,3516,2028-10-15,611.01,USD,DC-10-10,380,161,124805.07,41,18,18,8
300,UA,3517,2028-10-15,611.01,USD,747-400,385,65,48929.75,31,5,21,4
300,QF,0006,2028-10-15,788.64,AUD,A310-300,280,110,102357.61,22,9,10,4
300,AZ,0788,2028-10-15,1030.00,EUR,DC-10-10,380,41,54713.60,41,5,18,2
300,AZ,0789,2028-10-15,1030.00,EUR,747-400,385,75,94893.90,31,6,21,4
300,AZ,0790,2028-10-15,1014.00,EUR,A310-300,280,75,89698.44,22,6,10,3
300,SQ,0161,2028-10-15,494.79,SGD,A321,220,57,35733.68,22,6,11,3
300,DL,0106,2028-10-15,611.01,USD,DC-10-10,380,111,84460.03,41,12,18,5
300,SQ,0325,2028-10-15,1737.55,SGD,747-400,385,124,263047.94,31,10,21,7
300,DL,1699,2028-10-15,422.94,USD,DC-10-10,380,24,12912.35,41,3,18,1
300,DL,1984,2028-10-15,422.94,USD,747-400,385,50,25266.48,31,4,21,2
300,SQ,0015,2028-10-15,2320.04,SGD,DC-10-10,380,203,592909.58,41,22,18,10
300,SQ,0066,2028-10-15,329.31,SGD,DC-10-10,380,184,76600.31,41,20,18,9
300,AA,0017,2028-10-15,422.94,USD,747-400,385,17,8649.09,31,1,21,1
300,AA,0026,2028-10-15,611.01,USD,A310-300,280,8,5774.05,22,1,10,0
300,AZ,0555,2028-10-15,185.00,EUR,DC-10-10,380,5,1193.25,41,1,18,0
300,LH,0454,2028-10-16,965.00,EUR,A310-300,280,90,101276.75,22,7,10,3
300,LH,2402,2028-10-16,242.00,EUR,A321,220,41,12027.40,22,4,11,2
300,UA,0941,2028-10-16,879.82,USD,A319,220,56,62986.41,22,6,10,3
300,UA,3504,2028-10-16,879.82,USD,DC-10-10,380,125,138096.79,41,13,18,6
300,SQ,0326,2028-10-16,1737.55,SGD,A310-300,280,24,49693.97,22,2,10,1
300,LH,2407,2028-10-16,242.00,EUR,A321,220,29,9317.00,22,3,11,2
300,LH,2415,2028-10-16,242.00,EUR,727-200,189,75,22251.90,18,6,11,4
300,SQ,0866,2028-10-16,512.99,SGD,DC-10-10,380,32,20899.18,41,3,18,2
300,LH,2436,2028-10-16,242.00,EUR,737-200,130,61,18624.32,10,5,8,4
300,SQ,0988,2028-10-16,910.15,SGD,DC-10-10,380,169,194553.90,41,18,18,8
300,LH,2462,2028-10-16,242.00,EUR,A319,220,77,23638.56,22,8,10,4
300,JL,0407,2028-10-16,1061.36,JPY,A310-300,280,130,164319.62,22,11,10,5
300,JL,0408,2028-10-16,1061.36,JPY,A319,220,75,99916.46,22,8,10,4
300,LH,0400,2028-10-16,666.00,EUR,DC-10-10,380,80,68251.68,41,9,18,4
300,SQ,0002,2028-10-16,2320.04,SGD,A319,220,88,253023.69,22,9,10,4
300,LH,0401,2028-10-16,666.00,EUR,DC-10-10,380,168,142330.86,41,19,18,8
300,AZ,0791,2028-10-16,1014.00,EUR,A319,220,94,119449.20,22,10,10,4
300,SQ,0997,2028-10-16,910.15,SGD,747-400,385,104,117145.57,31,8,21,6
300,UA,0007,2028-10-16,422.94,USD,A310-300,280,74,36922.73,22,6,10,3
300,LH,2463,2028-10-16,242.00,EUR,A321,220,104,31184.12,22,11,11,4
300,LH,3577,2028-10-16,185.00,EUR,A321,220,54,13055.45,22,6,11,3
300,AA,0064,2028-10-16,422.94,USD,A319,220,77,40767.29,22,8,10,4
300,QF,0005,2028-10-16,788.64,AUD,747-400,385,51,49250.63,31,4,21,3
300,LH,0402,2028-10-17,666.00,EUR,747-400,385,102,84155.76,31,9,21,6
300,SQ,0067,2028-10-17,329.31,SGD,747-400,385,27,10340.27,31,2,21,1
300,SQ,0114,2028-10-17,357.44,SGD,737-200,130,30,13672.11,10,2,8,2
300,LH,0455,2028-10-17,965.00,EUR,A319,220,92,108562.50,22,9,10,4
300,SQ,0117,2028-10-17,357.44,SGD,A319,220,85,38020.94,22,9,10,4
300,SQ,0158,2028-10-17,494.79,SGD,A321,220,111,69295.23,22,11,11,6
300,UA,3516,2028-10-17,611.01,USD,DC-10-10,380,95,73101.33,41,11,18,4
300,UA,3517,2028-10-17,611.01,USD,747-400,385,151,111142.84,31,11,21,7
300,AZ,0788,2028-10-17,1030.00,EUR,DC-10-10,380,84,106800.70,41,8,18,4
